page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
1,"MINISTRY OF MINES NOTIFICATION New Delhi, 20th May, 2015 G. S. R.  406(E)—In exercise of the powers conferred by section 13 of the Mines and Minerals (Development and Regulation) Act, 1957 (67 of 1957), the Central Government hereby makes the following rules, namely: CHAPTER 1 - PRELIMINARY - Section 1: Short title and commencement: (1) These rules may be called the Mineral (Auction) Rules, 2015: (2) They shall come into force on the date of their publication in the Official Gazette. Section 2: Definitions: (1) In these rules, unless the context otherwise requires: (a) “Act” means the Mines and Minerals (Development and Regulation) Act, 1957 (67 of 1957). (b) Composite Licence” means prospecting licence-cum-mining lease granted under rule 18: (c) “Mine Development and Production Agreement” means the agreement referred to in sub-rule (4) of rule 10 or sub-rule (8) of rule 18: (d) “preferred bidder” means the bidder referred to in sub-clause (iii) of clause (b) of sub-rule (4) of rule 9: (e) “qualified bidders” means the bidder referred to in sub-clause (iv) of clause (a) of sub-rule (4) of rule 9: (f) “reserve price” means the minimum percentage of value of mineral despatched as referred to in sub-rule (1) of rule 8: (g) “section” means section of the Act. (h) “Schedule” means a Schedule appended to these rules. (",1334,221,333.5,"[-0.1812106  -0.6263899  -0.0988859   0.13958666 -0.07303055  0.28061068
  0.6974496  -0.08782995 -0.2689944   1.0402728   0.5258636   0.2267446
  0.82037324 -0.52827317 -0.3936071   0.55039984 -0.28993648  0.05282317
 -0.5010622   0.78741837  0.4447445   0.95523363 -0.446193   -0.4235486
  0.4638397   0.5203081  -0.5867806  -0.04447829  0.7113845   0.43916777
 -0.9413565  -0.02114399  0.34058124 -0.12198641 -0.24101666  0.8216168
  0.780337   -0.59983975 -0.07840612 -0.31729314  0.7884686   0.78650165
  0.08168198 -0.19724084 -0.9566923  -0.50708085 -0.6408489  -1.164807
  0.37816036 -0.40479797 -0.02086068 -0.02594171  0.06543416 -0.56310374
 -0.26207414 -0.54516226 -0.2899039  -0.66043645 -0.18925999  0.40108743
 -0.10684954 -0.3735861  -0.05375954 -0.12282455  0.57255155  0.6620617
 -0.35377538 -0.00288973  0.3969952  -0.7936671  -0.60099447  0.4405199
  0.01104587  0.22052923 -0.05579827  0.06454289  0.3715535  -0.5975221
 -0.00969023  0.4705339   0.2683045   0.07075077  0.79217976 -0.6586232
 -0.18380605  0.5617992   0.03557957  0.3680891  -0.1222613   0.01285882
 -0.43738344  0.73529863 -0.6921044   0.30301258  0.36920285  0.42013624
 -0.14221478  0.14571057 -0.17132933  0.5958579   0.39666852  0.84503245
  0.4240645   0.71534973 -0.32679898  0.22035865 -0.60873574 -0.14856037
  0.08118702  0.38925725  0.8769475  -1.3504623  -0.00993097 -1.6470218
 -0.27538309  1.1006359  -0.24361874  0.40708956 -0.17153743 -0.07700054
  0.65705913 -0.12817363  0.59006226  0.299394   -0.2223483  -0.37030187
  0.11005656  0.06286468 -0.20672014 -0.8475619  -0.01728182 -0.26309976
 -0.52517164  0.18651931  0.5452311   0.38165355  0.5011136   0.7595144
  0.23043235 -0.06661917 -0.21007584  0.27348223 -0.20291276  0.60364413
  0.55637085 -0.14406796  0.02005054  0.35367465 -0.96401334  0.3405522
 -0.38807014 -0.77817255  0.48456374  0.34056437  0.15855107 -0.5821262
  0.41870946  0.12551141  0.2616544  -0.02984554 -0.05792719 -0.52086735
  0.40037033  0.27288243 -0.8539401  -0.10066135  0.24133518 -1.1261303
 -1.2162609   0.03392451  0.15004659 -0.14590748 -0.16695182 -0.14323172
  0.33140767  0.2823745   1.4553188  -0.40531448 -0.137553    0.35305274
 -0.06765153 -0.3147004   0.684857    0.6380132   0.60748005  0.4424406
 -0.08848923 -0.02911445 -0.04045045 -0.7457762   0.38782015 -0.25055444
  0.39682442  0.1624473  -0.3760172  -0.14246328 -0.2561794  -0.14024697
  0.14408681 -0.92185503 -0.66974247 -0.03081117 -0.7233199   0.39854184
 -0.2906418  -0.36991298  0.20973301  0.99485075 -0.23859853  0.29175583
 -0.41024178  0.44675428 -0.4436965   0.01487685  0.6011177   0.69131553
 -0.3039714   0.38620594  0.38054723 -0.18577886 -0.28051305  0.36721438
  0.15951474  0.6688111   0.41262767  0.06638201  0.31700844  0.47572783
  0.16305377  0.0653225   0.2811002   0.4740218   0.11487149  0.5244231
  0.4296498  -0.12888123  0.49244547  0.39231932  0.7680983   0.3718041
 -0.18378828 -0.207968   -0.23120359 -0.07670508  0.14356235  0.78165483
  0.63272494 -0.82701397  0.6355139   0.23372422  0.4857774   0.7951334
  0.09975306  0.68177754 -0.28107688  0.04630266  0.2106723   0.6170532
 -1.0479635  -0.67170453  0.8339536   0.06680493 -0.30353725 -0.33881512
  0.07498175  0.03374331 -0.263352   -0.45848697 -0.49334863 -0.48957855
 -0.5660804  -0.3280169  -0.32539546  0.57847446 -1.0866138   0.02113623
  0.43523267 -0.7897362   0.26602378 -0.71735173  0.452647   -0.49417135
 -0.8212793  -0.15979964 -0.2537101   0.3900341  -1.2387403   0.36409664
 -0.4993396  -0.03419165 -0.44644335 -0.35500354 -0.1857057  -0.5010159
  0.6700171   0.15026037  0.05150282  0.1602742  -0.29253227 -0.15876438
 -0.09169322 -0.72553164  0.314159    0.11071672  0.10017423  0.33440164
 -0.2919992   0.08890248  0.4190273   0.12357734 -0.79724646  0.15852691
  0.29421365  0.6687622  -1.0522472  -0.24199858  0.8434073  -0.3289248
 -0.17905961 -0.70453084  0.14539845 -0.19217543 -0.03875986  0.08755452
  0.27400032 -0.20187904  0.89380044 -0.83541507  0.0537799  -0.51984364
 -0.28440523 -1.22213     0.9778802  -1.0290917  -0.03511347  0.39838424
 -0.45849028 -0.3081547  -0.1548599  -0.673724    0.45911935 -0.72119725
  0.33737308 -0.15729554 -0.35811585  0.16616103 -0.02944674 -0.17359628
 -0.203207   -0.5452807  -0.367195    0.00525003 -0.1049117   0.34829682
 -0.16475406  0.25997204  0.0664937  -0.38262308 -0.45761678  0.40035006
  0.83617574  0.4584361   0.00463423 -0.24386406 -0.41431716 -0.57612807
 -0.4040425  -0.24058905  0.8885825  -0.4418381   0.6763461   0.19144744
  0.3199687  -0.18129203  0.00284207 -0.12814137  1.3689615  -0.06739484
  0.15469086 -0.2560059   0.5506484   1.1520752   0.252904    0.6645171
  0.5604041   0.2636012   0.3513895   0.926644    0.03890276 -0.87427515
  0.01759504 -0.40306973 -0.29945317 -0.27710682 -0.5193729  -0.49341685
  0.69104105 -0.18034045  0.529386    0.20205483  0.5709521   0.9105872
 -0.22974916 -0.3142127  -0.37981495 -0.429197   -0.36282003  0.79603964
 -0.33732882 -0.23912397 -0.9681689  -0.05928693 -0.4165591  -0.06665621
  0.55229753 -0.23142755 -0.48250622  0.29767758 -0.5336266   0.20541008
 -0.4713504  -0.53395367 -0.00752913  0.37750292  0.50318843 -0.9101242
  0.8078474  -0.67247677  0.6115865   0.32737896 -0.5442954  -0.2807827
  0.91704327 -0.3440666  -0.82608634 -0.12654796  0.37195757 -0.12323059
 -0.5458628  -0.0809333   0.00621551 -0.08875824  0.4600608   0.4654866
 -0.22781472  0.6638136  -0.12708393  0.04844474 -1.110584    0.02876652
  0.7210623  -0.8098304  -0.10037036 -0.30497414 -0.23882467  0.04365543
  0.6523699  -0.09123303  0.31383446 -0.29961693  0.21716118  0.19671895
  0.27964827 -1.0427874  -0.46008775  0.3616849   0.00970193  0.24259068
  1.0234379  -0.4641513  -0.01912477  0.6530956   0.2673201  -0.91361696
 -0.28317106 -0.00401048 -0.05079666  0.6142813   0.49332425 -0.45127463
  0.12962824  1.3577083  -0.2359279  -0.12232672  0.10722991 -1.3572341
 -0.72897214  0.5685037  -0.4205205   0.24902125  0.11359227 -0.04095503
  0.02625814 -0.31713328 -0.40085372 -0.22036412 -0.6376027  -0.43093112
  0.34864193  0.00414063  0.4047195  -0.24030076  0.5396359   0.7934875
 -0.07403271  0.5850374  -0.08948924  0.21971533  0.20197421  1.161654
 -0.30702117  0.29216364  0.2078156  -0.30374232  0.33898547  0.5368534
  0.48787817 -0.24052861 -0.36773604  0.644314    0.6610977  -0.43825796
 -0.3577649   0.9480875   0.36133653  0.02463978 -0.57376534 -0.51929086
  0.01853893 -1.4619086  -0.2897989  -1.0011704  -0.65695643 -0.6858636
 -0.02924764  0.4167948  -0.33187452  0.14659211 -0.25344017 -0.33893126
 -0.7068801   0.33673197 -0.67573225  0.1996758  -0.81836593 -0.26163557
 -0.2703839   0.6868808   0.41156054  0.17789708 -0.11262024 -0.46815476
  0.1062056   0.08541526 -0.684831    0.06989588 -0.17460446  0.8728142
 -0.05807393  0.24366297 -0.41120628  0.58254486 -0.24711959  0.20315939
  0.51038194 -0.61665183 -0.8591492  -0.7498992  -0.3100066   0.39802876
 -0.2217811   0.09849068  0.02422883 -0.2362328   0.38091585 -0.76017034
 -0.3983071  -0.4225688  -0.1516719   0.4610403   0.17196149 -0.342703
  0.29797128 -0.1349891   0.814391   -0.01625232  0.32193378  1.0255446
  0.5946484  -0.2823627  -0.4377988  -0.25368568  0.43906626 -0.24767096
 -1.3815277  -0.27192602 -0.17171024  0.19835573 -1.127576   -0.5347649
 -0.19082233  0.86998975  0.1952893  -0.55020463  0.12536478 -0.6488631
 -0.614014   -0.24336627  0.6225133   0.43987492 -0.11384811  0.6779033
 -0.29972622  0.05101164  0.51209354 -0.38351172  0.6236942  -0.8955893
  1.1198461   0.1771175  -0.62696123  0.50445306  0.31381947 -0.655424
 -0.05450722  0.7805292  -0.807446    0.81351763 -0.24001262  0.43296826
  0.21556084 -0.5831919  -0.21190503  0.07368649  0.71586305  0.22259867
 -0.13974082  0.58085865 -0.42008364 -0.22255886  0.55801356 -0.20737956
 -0.3471273  -1.2855383  -0.07406469  0.14583638  0.3367254   1.0762632
  0.04615371  0.7841421  -0.13237868  0.08786951  0.31556883 -0.7332064
  0.6613424   1.4607582  -0.26513174 -0.71707016  0.09217022 -0.57710755
  1.1386402  -0.5926157  -0.5531579  -0.46682465  0.40739754  0.16296926
 -0.22776718 -0.4468487  -0.3975774  -0.60809773  0.39582583  0.03280695
  0.4549566   0.13902004  0.08770622  0.17216647 -0.24512959 -0.44950172
  0.5778645  -0.6130842  -0.01764436 -0.47986612  0.06998459 -1.1349037
 -0.6813279  -0.53254646 -0.14818086 -0.1359819   0.72192633 -0.76421356
 -0.05362593  0.20285352 -0.2629598  -0.16535603 -0.10494408 -0.09865257
  0.10176794  0.8656048   0.8109361   0.05525802 -0.23115273  0.72304153
  0.46913248  0.16385059 -0.0083847  -0.46367738  0.08591054 -0.0970307
  0.30900052 -0.12729448 -0.8384327  -0.668183    0.3603099  -0.37298027
  0.392579   -0.61873865  0.07605115  0.61874604 -0.2713171  -1.0130317
  0.4965088  -0.5557256   0.12088378  0.03356759  0.20618135  0.17552008
 -0.18756555  0.26764324 -0.32582247  0.74857193 -0.10136786  0.4387226
  0.01027702 -0.5107748   0.5538268  -0.60468334 -0.54870754 -0.13624583
 -0.56637514 -0.26961115  0.2377741   0.0498551   0.0893561   0.8998533
 -0.5981655  -0.28627533  0.5624293  -0.3685547  -1.5068438   0.42736736
 -0.56791687  0.12595569 -0.6843805  -0.5066624   0.29514053  0.14889559
 -0.66498476  0.15666772  0.69127584 -0.10663388  0.03479992 -0.19997443
 -0.47336718  0.3178615   0.65872306 -0.7967928  -0.8605528   0.20355594]"
1,"i) “successful bidder” means the bidder as referred to in sub-rule (3) of rule 10 or sub-rule (2) of rule 18: (j) “technically qualified bidders” means the bidder as referred to in sub-clause (ii) of clause (a) of sub-rule (4) of rule 9: (k) “tender document” means the tender document issued by a State Government for conduct of an auction referred to in sub-rule (2) of rule 9: (l) “upfront payment” means the payment referred to in sub-rule (1) of rule 11: (m) “value of estimated resources” means an amount equal to the product of: (i) the estimated quantity of mineral resources for which the mineral block is being auctioned, expressed in metric tonne ;and (ii) the average price per metric tonne of such mineral as published by Indian Bureau of Mines for the relevant State for a period of twelve months immediately preceding the month of computation of the Value of Estimated Resources; and (n) “value of mineral despatched” shall have the meaning specified in sub-rule (2) of rule 8: (2) The words and expressions used in these rules but not defined herein shall have the same meaning as assigned to them in the Act or rules made thereunder. Section 3: Application: These rules shall apply to all minerals, except minerals notified as minor minerals specified in clause (e) of section 3 and minerals specified in Part A and Part B of the First Schedule to the Act. Section 4: Grant of concession: (1) Where mineral contents of an area has been established as specified in the Minerals (Evidence of Mineral Contents) Rules, 2015, mining lease shall be granted in the manner specified under Chapter 2 with respect to any notified minerals referred to in sub-section (3) of section 10B or with respect to any minerals other than notified minerals referred to in sub-section (2) of section 11: (2) A Composite Licence with respect to an area where requirements specified in rule 7 of the Minerals (Evidence of Mineral Contents) Rules, 2015 have been satisfied, shall be granted in the manner specified under Chapter III with respect to any notified minerals referred to in sub-section (2) of section 10B or with respect to any minerals other than notified minerals referred to in sub-section (3) of section 11:",2215,378,553.75,"[ 6.88976198e-02  7.61921629e-02 -2.42733866e-01  2.91250676e-01
 -7.72370458e-01  2.46303678e-01  9.17820811e-01 -2.75158435e-01
  3.18820924e-02  8.90684426e-01  5.72314024e-01  7.08957016e-01
  2.42325529e-01 -1.71514064e-01 -8.13211262e-01  2.46483920e-04
 -4.84079458e-02 -1.11979209e-01 -1.44725859e-01  4.27345574e-01
  6.92968741e-02  8.91958654e-01 -5.56793928e-01 -1.85361832e-01
 -1.63763583e-01  5.30484855e-01 -3.99338394e-01  1.64856672e-01
  8.22539151e-01  5.05264819e-01 -1.05016768e+00  4.27844286e-01
  2.83615500e-01 -1.49691224e-01 -2.72919506e-01  7.14316428e-01
  5.51683664e-01 -7.68164694e-01 -1.44530296e-01 -2.22320214e-01
  5.01137316e-01  6.49732709e-01  2.27262616e-01 -3.94888341e-01
 -1.14084065e+00 -3.61610770e-01 -4.94909525e-01 -1.36260581e+00
  5.98583698e-01 -6.60937786e-01 -2.57176340e-01  2.10095257e-01
  1.60461456e-01 -6.41306043e-01 -1.03807062e-01 -3.89445387e-02
 -2.52643507e-02 -7.75545239e-01 -3.69114339e-01  4.97137845e-01
  3.99058610e-01 -4.17551726e-01 -2.69615620e-01 -4.83474314e-01
  6.23536170e-01  7.91206896e-01 -4.24438834e-01 -9.41182524e-02
  1.39785424e-01 -6.24524295e-01 -6.56872511e-01  1.77865118e-01
  1.17351621e-01 -2.19121590e-01 -6.06022537e-01  1.96891516e-01
  4.60152626e-01 -2.12193370e-01 -3.67809176e-01  6.23825610e-01
  2.57670343e-01  3.61924469e-01  6.37828648e-01 -6.61460459e-01
  1.95652753e-01  6.96551025e-01  3.17690104e-01  1.76445454e-01
  5.52475750e-01 -3.79641771e-01 -6.11627042e-01  6.59309983e-01
 -3.75249743e-01 -2.67307721e-02  2.01430783e-01  5.65778911e-01
 -4.51550543e-01  3.24554384e-01  5.30299768e-02  6.79096639e-01
  1.31290451e-01  4.14766282e-01  3.74734551e-01  5.31199932e-01
 -5.39334893e-01  4.66434568e-01 -2.03343958e-01 -7.69303367e-02
 -2.85146236e-01  1.33711800e-01  7.34484673e-01 -1.08890724e+00
 -2.38476377e-02 -1.68343139e+00 -9.70095277e-01  1.18813169e+00
 -4.49939817e-01  4.06780213e-01 -2.99965590e-01 -1.54861569e-01
  7.98460841e-01 -1.86104342e-01  7.27929950e-01  3.50607872e-01
  1.29037812e-01 -3.55336159e-01 -4.18002047e-02  1.68484569e-01
 -1.36458054e-01 -1.16340959e+00  2.69306868e-01 -5.82022429e-01
 -4.49506998e-01  3.44011068e-01  2.94009984e-01  1.41980022e-01
  3.83945793e-01  3.73389065e-01  3.61135304e-01  1.19960465e-01
 -2.07081307e-02  5.05720437e-01  8.39091912e-02  6.61100984e-01
  3.82898808e-01 -7.63871297e-02  2.95496166e-01  1.19154900e-01
 -1.35248458e+00  3.68726462e-01 -6.81718946e-01 -5.27790606e-01
  3.03828746e-01  5.46225786e-01  7.27747604e-02 -6.01947963e-01
  1.45891188e-02 -2.61464626e-01  3.39084864e-01 -4.15688753e-01
  1.00625567e-01 -1.58380657e-01  4.20031883e-02  4.08865571e-01
 -6.95257425e-01  2.76096240e-02  2.27986544e-01 -9.08538938e-01
 -8.33424926e-01 -1.87012389e-01  4.69715893e-01  2.86027975e-02
 -1.50937261e-02 -2.71264821e-01  6.89683914e-01  4.07237470e-01
  1.47051442e+00 -1.94097117e-01 -1.80221424e-02 -1.10467486e-01
 -1.87530383e-01 -1.51781678e-01  6.89214885e-01  8.42561364e-01
  6.70617938e-01  7.63848662e-01  5.64754456e-02  3.39151263e-01
  1.47234965e-02 -3.27944875e-01  3.23149055e-01 -1.08573330e-03
 -2.50677794e-01  6.22179434e-02 -2.12234676e-01 -4.23734516e-01
 -2.02974096e-01  4.48123887e-02 -4.89521809e-02 -5.33478558e-01
 -5.17299414e-01 -4.17068183e-01 -3.44352931e-01  5.60693741e-01
 -6.82340503e-01 -2.68140972e-01  4.10062134e-01  9.71353114e-01
  3.61230373e-02  3.48847151e-01 -2.75692165e-01  4.10700262e-01
 -4.39555824e-01 -1.09545149e-01  5.19224405e-01  3.03219914e-01
 -4.80894089e-01  7.27676272e-01 -1.24304608e-01 -2.99811482e-01
 -3.65050286e-01  3.78790081e-01 -2.08767429e-01  9.26332414e-01
  1.41250104e-01 -1.05014540e-01  2.63632238e-01  4.32596207e-01
 -1.61001891e-01  1.64070785e-01  4.29196358e-02  2.79005289e-01
  2.46523380e-01  1.10764496e-01  2.35767379e-01  2.74481550e-02
 -2.20186897e-02  4.91988599e-01  6.67751551e-01  1.12029687e-01
 -1.90588146e-01 -3.15974593e-01  1.07924409e-01 -1.11321650e-01
  1.86231390e-01  5.21072857e-02  3.68986577e-01 -5.42143822e-01
  5.39519787e-01  5.37961423e-01  3.20361614e-01  6.32023513e-01
  2.28209570e-01  9.24419284e-01 -3.41843992e-01 -6.18094355e-02
  4.46188033e-01  1.78959534e-01 -1.10353529e+00 -5.48605025e-01
  5.44625163e-01  4.04684246e-01  1.90361030e-02 -2.67258912e-01
 -9.17014331e-02 -3.06877084e-02  3.02153733e-02 -2.12367311e-01
 -6.46646500e-01 -5.77795208e-01 -5.45408845e-01 -3.27722698e-01
 -4.06319022e-01  8.87215197e-01 -5.27213335e-01  2.85128355e-02
  1.33280948e-01 -8.91348481e-01  1.43108189e-01 -5.63577294e-01
  2.23348409e-01 -1.29615724e-01 -4.78996247e-01  1.82587862e-01
 -4.41413641e-01  8.70102048e-01 -1.11246002e+00  5.08609235e-01
 -3.52192968e-01 -2.34803140e-01 -3.48955423e-01 -3.64308387e-01
 -9.36746225e-02 -3.66581500e-01  4.83775824e-01 -5.06840795e-02
 -7.88647756e-02  2.89390862e-01 -2.46314898e-01 -3.75897288e-01
 -9.47844237e-02 -8.74414146e-01  1.69817537e-01 -1.52905111e-03
 -2.30284244e-01  3.73096108e-01 -1.12897962e-01  4.48168695e-01
  5.54115623e-02  5.24198830e-01 -9.92061719e-02 -8.34333226e-02
  1.36463612e-01  5.92220962e-01 -9.44797873e-01 -8.16556159e-03
  6.09036803e-01 -3.88074517e-01 -6.24767125e-01 -5.87681890e-01
  6.25714436e-02 -5.94946563e-01  2.63520330e-01 -4.53696907e-01
  3.97404641e-01 -2.26643726e-01  5.04407585e-01 -1.09579182e+00
  1.59028381e-01 -7.65999377e-01 -2.46509761e-01 -1.24069118e+00
  1.76848620e-02 -3.72724414e-01 -5.74980602e-02  7.84812272e-01
 -2.09233448e-01 -7.28639960e-01  6.58213198e-02 -7.81244040e-01
  3.90454412e-01 -1.03899860e+00  2.13077709e-01 -4.22570705e-02
 -1.83783114e-01  2.88283322e-02 -1.71335354e-01  2.35976562e-01
 -1.03031367e-01 -4.79569346e-01 -3.92526239e-01  4.54220027e-01
 -2.47197047e-01  2.32098952e-01  4.59786952e-02  4.02106583e-01
  2.89508589e-02 -8.79571661e-02 -4.37494278e-01  7.84116805e-01
  6.18561029e-01  6.92142427e-01  1.82965413e-01 -3.91183048e-01
 -9.31818426e-01 -6.52099550e-01 -4.39743966e-01 -2.66604334e-01
  5.79866469e-01 -3.43853474e-01  9.75392580e-01 -1.69191808e-01
  5.24597108e-01  1.41736448e-01 -5.37208505e-02  2.91279644e-01
  8.95728528e-01  1.13682084e-01  3.65983218e-01 -8.97901505e-02
  2.23764986e-01  9.54478383e-01  2.21357837e-01  4.77082223e-01
  3.12468082e-01  3.01041663e-01  1.98561087e-01  4.14010167e-01
 -8.14939067e-02 -8.42007637e-01  7.25420341e-02 -6.82799518e-01
 -3.82438838e-01  6.22931644e-02 -5.44543028e-01 -5.54126799e-01
  9.53148484e-01 -3.51503968e-01  6.57332242e-01  1.38068184e-01
  4.24898386e-01  7.97008753e-01 -5.25097884e-02 -2.99002826e-01
 -5.88488877e-01 -2.46582627e-01 -5.38013518e-01  7.08805799e-01
 -4.24427748e-01  2.04195127e-01 -7.31897235e-01 -2.33231753e-01
 -1.83287244e-02 -2.78606832e-01  6.95943654e-01 -3.34925294e-01
 -4.14305404e-02  6.04967922e-02 -1.95608079e-01  1.91923410e-01
 -5.82298815e-01 -4.80740815e-01  1.51258945e-01  3.00292134e-01
  4.20874953e-01 -9.92956221e-01  4.22718227e-01 -4.91060466e-01
  5.59620798e-01  7.52496198e-02 -8.72605085e-01 -3.61444384e-01
  1.24600148e+00 -2.25855529e-01 -1.02548361e+00  1.32058812e-02
  6.18427575e-01 -1.45298064e-01 -4.58682805e-01  1.21761104e-02
  3.46236497e-01 -1.84669234e-02  3.03938687e-01 -4.36526574e-02
 -1.88625365e-01  7.61129379e-01 -1.61851987e-01  8.41822922e-02
 -1.31616855e+00  2.18473926e-01  6.55982554e-01 -9.91306782e-01
  3.62853646e-01 -2.09498301e-01 -1.65193439e-01 -8.13634768e-02
  5.86785913e-01 -2.04721093e-01 -8.48763529e-03  1.52156726e-01
  2.71057218e-01  3.59207213e-01  6.15169592e-02 -4.33421552e-01
 -7.35730454e-02 -7.66886994e-02  3.98853540e-01  1.75830588e-01
  8.68236840e-01 -5.82796752e-01  1.39919207e-01  4.30503070e-01
  1.52970925e-01 -4.79293287e-01  1.92243651e-01  3.67427260e-01
 -3.50643471e-02  7.10007966e-01  9.69698206e-02 -1.23440102e-01
  2.13697776e-01  1.22752213e+00 -1.51990101e-01 -1.21534444e-01
  4.74262685e-01 -1.46597993e+00 -4.68672693e-01  3.10182333e-01
 -7.18042493e-01  4.46201801e-01 -3.45759392e-02  2.95502525e-02
 -3.43245268e-01 -2.95060247e-01 -1.78316027e-01 -4.75934774e-01
 -8.38593841e-01 -2.31375217e-01  7.06051290e-01 -9.05295275e-03
  2.15787575e-01 -6.37511835e-02  1.94294840e-01  2.79553831e-01
 -2.60974109e-01 -2.28406072e-01 -2.29221880e-01 -2.60884762e-02
  4.38742608e-01  7.93946385e-01 -3.41485471e-01  9.92505312e-01
 -4.46476005e-02 -4.33881372e-01  5.12419701e-01  1.31482035e-01
  4.34950948e-01 -1.74887516e-02 -4.16371644e-01  6.76593900e-01
  4.18239161e-02 -7.35503495e-01 -1.20749164e+00  7.58844256e-01
  3.71608943e-01  4.59754229e-01 -2.63853699e-01 -3.96977782e-01
 -6.83496892e-02 -1.46520984e+00 -6.39221549e-01 -8.96973014e-01
 -6.76121294e-01 -6.52640820e-01  9.42541882e-02  2.21445099e-01
 -1.24751613e-01  4.83940654e-02 -1.34431273e-01 -3.34853053e-01
 -1.00626457e+00  4.66099456e-02 -1.33130476e-01  5.74476361e-01
 -8.31295609e-01  9.42909345e-02 -1.63861737e-01  6.51279151e-01
  4.87267494e-01 -4.70967144e-02 -3.41293991e-01 -8.26125979e-01
  2.66262919e-01 -8.16908032e-02 -4.84926462e-01 -1.02260746e-01
 -2.45405585e-01  7.46412456e-01 -1.39173716e-01  1.17098354e-01
 -5.17803669e-01  8.85979652e-01 -2.59109735e-01 -2.65450537e-01
  8.04176033e-01 -1.14774239e+00 -5.55842161e-01 -6.49053037e-01
  8.12713504e-02  3.48241776e-01 -1.75888106e-01 -1.60644799e-01
  1.05921747e-02 -6.35278583e-01  3.27986270e-01 -1.01119876e+00
 -2.27150947e-01 -5.68145275e-01 -5.52088857e-01  3.03923130e-01
  1.62626252e-01 -2.68257886e-01  9.29967407e-03 -1.88241526e-01
  8.33538890e-01  8.64998903e-03  3.30422640e-01  1.36519337e+00
  6.87340319e-01 -6.33633062e-02 -3.90051275e-01 -1.26797616e-01
  4.31995630e-01 -3.36837947e-01 -1.23392129e+00 -3.29165310e-01
 -3.68163288e-01 -2.71221250e-02 -7.56337464e-01 -7.34169364e-01
 -1.73313096e-01  8.53607833e-01  5.06735325e-01 -5.64569414e-01
  2.49514326e-01 -8.00014496e-01 -4.62837815e-01 -2.25076541e-01
  5.10317862e-01  6.74248159e-01 -3.93385738e-01  1.13189816e+00
 -1.82804003e-01  2.65537500e-01  3.50047559e-01 -2.24788859e-01
  4.12189513e-01 -9.49978769e-01  1.40336502e+00  3.37661803e-01
 -4.82783258e-01  7.87522137e-01  5.47150731e-01 -5.46052754e-01
 -5.93171716e-02  8.60021174e-01 -6.63875043e-01  9.25683618e-01
 -1.30930915e-01  2.86326319e-01  3.94165754e-01 -4.73063320e-01
 -2.18204707e-01 -1.57682240e-01  1.81550026e-01  2.76924431e-01
 -4.06416178e-01  1.41263381e-01 -5.37397921e-01 -1.75739869e-01
  1.11694014e+00 -3.28553826e-01 -4.58064973e-01 -1.09634173e+00
 -1.00644320e-01  2.48746991e-01  4.10914086e-02  1.33411944e+00
  1.51222318e-01  2.73592800e-01 -3.15597169e-02 -2.89562643e-01
  6.60523236e-01 -9.21196043e-01  5.98979414e-01  1.06654644e+00
 -2.80457497e-01 -6.08316302e-01  3.27721953e-01 -5.05482137e-01
  9.55980957e-01 -5.04151940e-01 -8.35501134e-01 -1.41853541e-01
  4.28267509e-01  4.69356120e-01  4.14492279e-01 -7.71946847e-01
 -5.33618405e-02 -4.29623723e-01  1.73089877e-01 -4.85705078e-01
  4.20366794e-01 -1.75657362e-01  2.18284935e-01  1.06832825e-01
 -1.00665964e-01  2.08796099e-01  5.80395460e-01 -3.81455749e-01
  8.48457366e-02 -4.56206143e-01  1.29120544e-01 -8.16975713e-01
 -8.97599757e-01 -5.61386943e-01 -1.62709936e-01 -2.29930013e-01
  3.41425002e-01 -6.47284985e-01 -7.05038756e-02  4.89116907e-02
  2.76987344e-01 -2.48940945e-01  4.22888994e-01  1.65816367e-01
  1.33844510e-01  9.77041423e-01  7.59873688e-01 -2.69103974e-01
 -8.39751810e-02  7.62385905e-01  2.72395641e-01 -8.41083080e-02
 -2.20660940e-02 -2.29302272e-01  3.67254168e-02 -3.03221881e-01
  7.39916861e-01  1.09572858e-01 -4.02220964e-01 -3.88235062e-01
  3.18868637e-01 -4.49021786e-01 -4.26862627e-01 -5.35768151e-01
  6.70150146e-02  6.33453071e-01 -3.51533532e-01 -1.07688439e+00
  5.95467627e-01 -5.97260296e-01  2.26984486e-01 -5.12411911e-03
  5.07727921e-01  2.60190934e-01 -9.69540030e-02  2.26789072e-01
 -4.86034572e-01  5.40251672e-01 -2.62023836e-01  4.81659561e-01
  3.85264277e-01 -5.38988054e-01  2.54143953e-01 -4.26866025e-01
 -2.01821983e-01 -4.59255815e-01 -6.81581974e-01 -2.00438574e-01
 -1.62885383e-01  3.21146756e-01  2.29313746e-01  6.51241362e-01
 -6.35843098e-01 -3.95204246e-01  4.46788162e-01 -4.77019578e-01
 -1.41863763e+00  8.36337209e-01 -3.00711304e-01 -3.77245516e-01
 -4.18325365e-01 -6.30225003e-01  2.69376546e-01  5.70383310e-01
 -9.61045504e-01  4.45954621e-01  5.30646086e-01 -3.22989672e-01
 -2.79637575e-01 -5.35097539e-01 -5.86560547e-01  6.99602515e-02
  7.13388979e-01 -7.90261388e-01 -7.91162133e-01  2.67750591e-01]"
